index,2,73,74,39,4,33,34,35,22,19,80,81,97,IMR,Total District Hospitals,Life Expectancy
622,Ghaziabad,62.0,84.8,85.3,59.8,28.2,23.4,17.1,82.0,73.2,84.5,99.1,80.1,38.0,157,65.3
623,Mau,43.2,80.0,75.7,53.8,25.4,30.3,21.2,76.7,73.2,75.1,99.8,72.0,38.0,157,65.3
624,Ayodhya,33.8,75.5,71.2,52.7,30.6,27.5,12.4,82.5,71.2,64.4,100.0,73.8,38.0,157,65.3
625,Auraiya,50.4,77.8,73.3,44.0,39.7,32.6,19.4,89.4,84.7,74.3,99.5,74.9,38.0,157,65.3
626,Kaushambi,34.0,74.2,67.9,54.8,40.2,36.8,18.3,79.1,70.7,59.6,98.3,58.6,38.0,157,65.3
627,Amroha,43.9,77.7,79.5,51.7,42.2,35.4,22.5,84.4,78.0,78.9,99.7,61.2,38.0,157,65.3
628,Mathura,39.3,62.8,67.2,67.8,31.6,21.3,11.0,90.3,75.0,71.2,98.4,64.4,38.0,157,65.3
629,Jaunpur,47.6,82.3,79.4,41.4,40.5,30.3,14.8,81.1,78.7,62.6,99.1,75.9,38.0,157,65.3
630,Azamgarh,38.5,72.9,72.5,57.8,33.4,28.0,14.4,80.0,69.8,72.8,100.0,76.5,38.0,157,65.3
631,Barabanki,22.6,41.5,42.4,61.1,41.9,31.9,18.1,78.2,74.7,62.4,98.8,56.1,38.0,157,65.3
632,Sant Kabeer Nagar,43.2,72.5,75.1,47.1,42.3,34.2,19.0,95.5,85.1,65.1,99.9,61.3,38.0,157,65.3
633,Gonda,41.7,68.6,72.1,51.6,45.9,28.0,12.1,71.4,70.5,44.6,100.0,57.7,38.0,157,65.3
634,Deoria,42.5,77.2,73.9,39.0,36.8,39.4,26.5,77.4,73.9,69.1,99.8,71.3,38.0,157,65.3
635,Kasganj,38.1,62.0,67.8,64.1,45.1,35.5,19.3,87.2,72.1,69.8,99.4,56.4,38.0,157,65.3
636,Prayagraj,45.9,67.5,59.6,49.1,37.9,32.6,15.1,70.9,58.4,59.5,95.8,67.7,38.0,157,65.3
637,Hardoi,39.7,67.0,62.8,61.1,44.5,33.0,22.3,79.0,67.9,55.7,99.9,55.0,38.0,157,65.3
638,Bahraich,34.3,52.4,54.5,52.6,52.1,38.0,14.4,70.3,65.2,44.2,100.0,38.8,38.0,157,65.3
639,Baghpat,42.4,79.1,82.3,56.5,25.5,26.0,10.3,87.7,86.4,87.0,99.9,76.3,38.0,157,65.3
640,Etawah,43.7,79.3,79.5,65.6,38.8,24.3,13.9,92.7,82.2,78.1,99.5,77.4,38.0,157,65.3
641,Bareilly,43.1,75.2,75.4,66.2,45.9,35.2,15.4,88.7,73.0,79.7,100.0,53.9,38.0,157,65.3
642,Ballia,30.5,76.6,72.9,58.0,43.8,42.5,21.9,80.3,67.7,61.7,99.8,70.0,38.0,157,65.3
643,Firozabad,39.3,73.7,72.0,61.8,46.9,25.6,9.5,79.7,72.1,69.0,99.4,71.4,38.0,157,65.3
644,Shahjahanpur,35.3,62.8,63.6,58.7,44.5,34.7,17.0,89.1,80.8,69.2,100.0,56.8,38.0,157,65.3
645,Etah,33.6,60.2,61.6,60.9,48.8,30.6,15.0,88.9,60.5,62.7,99.8,67.8,38.0,157,65.3
646,Rae Bareli,43.6,60.1,61.6,49.7,47.0,28.8,13.0,82.8,76.6,55.0,98.1,62.8,38.0,157,65.3
647,Saharanpur,52.4,83.6,79.1,46.9,28.8,26.7,22.0,93.7,91.0,83.8,99.7,71.2,38.0,157,65.3
648,Basti,31.5,83.8,81.6,41.1,35.9,39.2,24.2,86.0,84.6,64.2,100.0,63.2,38.0,157,65.3
649,Mainpuri,38.1,63.3,66.9,61.4,44.3,33.6,14.6,89.2,80.5,63.1,99.6,74.2,38.0,157,65.3
650,Fatehpur,38.1,66.8,65.5,60.5,51.1,38.0,17.8,71.5,61.8,63.1,98.8,62.3,38.0,157,65.3
651,Gorakhpur,56.3,79.1,73.9,55.8,29.6,33.7,23.3,85.5,74.9,69.6,99.8,68.8,38.0,157,65.3
652,Meerut,49.9,81.2,81.2,45.1,32.1,23.7,10.2,92.4,83.3,82.7,99.7,79.0,38.0,157,65.3
653,Mahoba,46.2,86.3,80.8,53.5,42.3,33.4,25.0,78.2,78.8,69.0,94.3,65.6,38.0,157,65.3
654,Hapur,53.3,83.0,83.3,55.7,30.2,26.9,18.5,92.4,88.3,85.6,99.9,73.7,38.0,157,65.3
655,Chitrakoot,30.3,50.3,49.6,51.9,47.5,41.8,24.8,80.7,68.0,56.7,97.0,56.2,38.0,157,65.3
656,Agra,42.7,77.2,75.2,61.4,35.9,26.2,16.4,96.4,75.8,70.8,99.8,63.1,38.0,157,65.3
657,Kushi Nagar,35.8,79.3,74.7,45.7,32.2,36.6,24.3,87.7,72.7,73.1,100.0,62.5,38.0,157,65.3
658,Chandauli,32.9,65.2,63.5,52.4,39.5,29.9,17.4,82.7,72.6,66.7,97.5,70.6,38.0,157,65.3
659,Ambedkar Nagar,44.5,76.8,74.5,55.0,31.1,29.2,17.8,83.5,76.7,63.6,100.0,76.2,38.0,157,65.3
660,Shamli,41.0,81.3,75.2,49.5,28.6,27.5,24.3,94.6,93.5,83.3,99.9,64.2,38.0,157,65.3
661,Siddharth Nagar,60.9,61.8,57.2,50.9,37.2,36.3,24.8,87.9,70.1,42.8,99.9,48.3,38.0,157,65.3
662,Gautam Buddha Nagar,52.7,85.4,84.0,57.8,25.5,21.9,12.0,87.6,69.7,74.0,99.9,79.9,38.0,157,65.3
663,Unnao,19.8,54.2,60.6,49.6,39.2,29.3,12.1,76.7,63.2,60.3,98.5,64.4,38.0,157,65.3
664,Sultanpur,47.0,70.5,69.4,45.4,33.4,28.3,10.7,89.3,81.3,65.1,99.5,71.9,38.0,157,65.3
665,Shravasti,42.4,68.3,68.4,46.4,50.9,40.8,20.3,78.1,65.5,58.1,99.3,39.1,38.0,157,65.3
666,Bulandshahr,47.6,82.5,82.8,54.0,37.6,26.5,13.8,77.9,70.9,81.5,100.0,69.2,38.0,157,65.3
667,Budaun,40.6,62.4,59.4,55.6,51.8,43.0,18.2,86.5,73.1,69.7,99.8,49.7,38.0,157,65.3
668,Banda,39.0,73.7,65.1,54.5,51.0,49.8,25.7,80.1,65.6,59.3,98.2,57.0,38.0,157,65.3
669,Varanasi,51.4,85.1,82.0,42.0,37.4,39.0,21.0,89.5,87.1,83.2,98.4,79.0,38.0,157,65.3
670,Maharajganj,52.5,77.2,76.4,43.4,40.5,37.4,21.8,91.9,82.7,66.7,100.0,62.0,38.0,157,65.3
671,Muzaffarnagar,44.0,88.5,87.3,48.8,29.8,29.9,20.7,77.6,74.1,80.1,99.9,72.1,38.0,157,65.3
672,Kanpur Dehat,54.4,67.9,62.6,55.6,44.1,32.8,12.5,73.5,63.9,70.6,99.4,70.8,38.0,157,65.3
673,Bijnor,48.8,82.4,81.9,46.8,36.2,21.9,9.4,92.6,90.6,78.2,99.7,72.8,38.0,157,65.3
674,Bhadohi,25.8,69.5,67.5,39.7,42.7,26.5,9.1,80.6,69.1,68.8,96.7,69.7,38.0,157,65.3
675,Balrampur,41.0,62.1,61.3,54.7,41.2,37.2,24.9,74.5,64.7,59.7,99.8,43.2,38.0,157,65.3
676,Kannauj,46.4,70.3,66.8,68.8,43.0,33.5,21.5,82.2,62.9,70.1,99.9,64.8,38.0,157,65.3
677,Farrukhabad,41.5,72.5,72.0,58.3,47.8,31.1,14.3,85.6,72.2,72.6,99.7,63.1,38.0,157,65.3
678,Kheri,48.0,60.5,55.7,52.5,47.6,36.3,15.8,78.4,69.5,65.6,99.9,57.5,38.0,157,65.3
679,Sitapur,35.4,71.5,67.9,61.2,47.8,37.9,18.2,80.5,71.1,52.5,99.7,53.4,38.0,157,65.3
680,Jalaun,62.8,67.5,65.9,39.5,45.1,36.1,19.5,79.1,71.7,80.2,99.0,66.8,38.0,157,65.3
681,Pratapgarh,30.6,71.1,67.3,51.6,35.5,27.7,10.0,87.6,78.2,52.0,97.8,74.8,38.0,157,65.3
682,Rampur,50.4,72.5,72.5,59.3,40.4,32.1,17.6,91.7,80.7,79.0,100.0,57.0,38.0,157,65.3
683,Aligarh,44.7,82.1,80.3,52.5,35.0,26.3,10.9,81.8,72.4,69.4,100.0,66.0,38.0,157,65.3
684,Moradabad,33.2,76.1,74.7,43.4,34.7,27.0,19.1,89.1,84.5,79.0,99.8,66.7,38.0,157,65.3
685,Lucknow,53.1,78.7,71.3,52.8,32.1,25.5,11.5,78.7,73.1,80.4,99.8,78.4,38.0,157,65.3
686,Hathras,27.8,50.8,51.8,60.9,39.1,24.5,12.0,88.4,76.1,73.3,99.0,65.5,38.0,157,65.3
687,Kanpur Nagar,69.9,71.1,70.6,63.0,34.6,27.8,21.4,78.6,77.4,77.5,98.8,81.3,38.0,157,65.3
688,Sonbhadra,36.4,59.9,57.4,44.2,38.3,46.5,26.8,81.5,80.2,70.6,89.6,60.9,38.0,157,65.3
689,Jhansi,36.6,80.4,76.1,40.2,40.9,39.3,25.2,73.6,55.0,73.2,96.8,69.2,38.0,157,65.3
690,Ghazipur,29.2,71.5,69.1,49.8,39.3,38.3,25.7,76.5,67.6,64.1,99.3,72.4,38.0,157,65.3
691,Amethi,31.7,76.3,73.7,45.4,35.8,33.1,19.9,85.7,78.7,60.9,98.7,63.3,38.0,157,65.3
692,Mirzapur,36.5,69.8,69.6,43.6,43.4,27.6,12.5,80.9,74.0,72.3,96.9,70.9,38.0,157,65.3
693,Lalitpur,45.7,71.1,64.8,42.0,46.6,34.8,18.7,81.9,77.8,64.2,96.6,55.3,38.0,157,65.3
694,Pilibhit,43.6,72.6,71.2,58.4,38.9,39.4,20.1,95.6,92.3,76.8,100.0,54.7,38.0,157,65.3
695,Hamirpur,43.2,87.2,79.0,49.7,48.0,36.3,20.6,92.5,84.5,77.7,99.4,69.4,38.0,157,65.3
696,Sambhal,32.9,67.5,67.5,57.3,51.6,29.8,14.1,91.3,84.7,72.8,100.0,51.3,38.0,157,65.3
697,Chamoli,52.2,72.1,67.8,39.3,34.1,21.6,16.2,92.0,87.9,87.6,94.4,89.2,24.0,18,70.9
698,Tehri Garhwal,48.9,78.5,80.4,46.9,29.3,20.7,12.8,98.0,85.0,84.6,84.1,74.9,24.0,18,70.9
699,Haridwar,48.5,74.2,76.6,31.5,31.1,27.0,16.4,89.4,84.1,69.8,99.6,73.7,24.0,18,70.9
700,Nainital,59.7,75.9,76.3,38.0,23.2,14.8,14.0,84.4,84.8,82.4,93.0,83.9,24.0,18,70.9
701,Champawat,62.0,80.8,80.5,33.6,24.9,15.3,12.4,98.7,93.9,82.7,95.4,83.8,24.0,18,70.9
702,Bageshwar,67.9,78.1,79.8,27.3,23.6,11.9,7.7,93.2,88.8,88.5,92.0,87.2,24.0,18,70.9
703,Dehradun,75.3,82.4,84.2,45.6,20.9,19.1,10.1,86.2,76.0,83.9,99.0,85.8,24.0,18,70.9
704,Udam Singh Nagar,75.9,82.0,80.8,51.6,26.8,22.0,12.4,90.1,83.2,70.9,99.9,70.4,24.0,18,70.9
705,Pauri Garhwal,39.6,64.0,70.7,44.3,30.0,18.8,12.0,90.2,81.7,83.3,83.5,84.0,24.0,18,70.9
706,Almora,44.3,78.1,79.6,31.8,26.0,22.9,17.0,96.3,85.1,89.2,93.3,86.3,24.0,18,70.9
707,Pithoragarh,58.7,82.0,82.7,30.2,25.6,20.6,12.4,100.0,96.0,84.5,90.9,87.6,24.0,18,70.9
708,Rudra Prayag,76.5,83.6,82.2,43.1,25.2,10.9,8.0,95.5,91.4,86.8,93.9,86.1,24.0,18,70.9
709,Uttar Kashi,66.8,72.0,72.4,66.1,34.1,23.5,10.6,95.8,86.2,75.7,96.1,80.1,24.0,18,70.9
710,Maldah,82.8,61.6,67.9,68.5,40.5,35.3,20.0,93.8,90.2,62.0,99.0,72.3,19.0,23,71.6
711,Medinipur East,56.8,48.5,58.1,73.8,25.8,30.6,15.5,91.7,90.6,69.8,87.8,77.0,19.0,23,71.6
712,Murshidabad,66.9,49.8,67.6,73.0,39.8,32.4,16.3,96.1,94.7,69.7,99.1,67.6,19.0,23,71.6
713,Paschim Bardhaman,70.4,64.1,70.5,65.6,39.7,41.0,25.5,89.4,62.4,71.5,95.2,73.5,19.0,23,71.6
714,Jalpaiguri,88.4,74.8,82.5,66.6,28.9,25.4,18.3,96.6,89.5,73.2,95.2,73.6,19.0,23,71.6
715,Howrah,82.7,70.7,79.8,67.1,27.5,27.3,21.3,89.8,90.6,72.9,99.5,80.5,19.0,23,71.6
716,Coochbehar,77.3,71.9,79.7,71.2,28.7,22.5,16.8,97.0,97.0,75.7,99.3,79.2,19.0,23,71.6
717,Dinajpur Dakshin,76.4,83.2,89.1,78.7,31.9,30.2,22.8,96.7,92.6,79.0,99.7,74.3,19.0,23,71.6
718,Purulia,57.8,51.5,68.4,79.2,36.9,46.3,29.4,93.2,88.2,29.2,87.6,61.0,19.0,23,71.6
719,Alipurduar,88.4,74.8,82.5,66.6,28.9,25.4,18.3,96.6,89.5,73.2,95.2,73.6,19.0,23,71.6
720,Kolkata,71.7,72.8,84.6,61.4,29.6,32.9,29.3,91.0,84.7,60.9,99.3,87.6,19.0,23,71.6
721,Medinipur West,63.1,79.7,80.9,84.5,31.1,40.0,30.3,89.3,80.1,58.3,95.5,70.9,19.0,23,71.6
722,24 Paraganas South,87.5,67.0,70.8,57.3,36.7,32.2,21.2,94.8,95.1,70.1,100.0,85.6,19.0,23,71.6
723,Hooghly,72.2,56.7,76.7,75.1,28.9,33.4,20.0,97.9,100.0,76.2,98.1,77.4,19.0,23,71.6
724,Kalimpong,79.2,73.9,84.7,60.1,34.3,31.6,20.6,100.0,95.9,83.0,90.8,77.0,19.0,23,71.6
725,Purba Bardhaman,80.5,65.2,75.0,78.2,32.7,31.6,21.1,100.0,97.2,64.2,99.1,73.2,19.0,23,71.6
726,Jhargram,63.1,79.7,80.9,84.5,31.1,40.0,30.3,89.3,80.1,58.3,95.5,70.9,19.0,23,71.6
727,24 Paraganas North,89.9,87.8,92.4,68.4,32.4,23.6,13.3,95.0,92.8,80.4,99.5,85.5,19.0,23,71.6
728,Birbhum,78.4,67.5,81.7,78.6,37.0,41.8,25.5,98.4,84.8,55.0,99.4,70.8,19.0,23,71.6
729,Dinajpur Uttar,70.1,60.9,69.4,63.6,44.8,32.0,16.0,88.5,88.4,63.8,99.8,65.4,19.0,23,71.6
730,Nadia,71.2,89.4,89.9,68.2,26.1,25.1,17.6,95.0,92.6,78.4,98.2,76.2,19.0,23,71.6
731,Bankura,75.7,67.2,76.5,80.3,30.3,38.8,26.0,93.5,94.1,49.2,96.3,68.3,19.0,23,71.6
732,Darjeeling,79.2,73.9,84.7,60.1,34.3,31.6,20.6,100.0,95.9,83.0,90.8,77.0,19.0,23,71.6
