index,2,73,74,39,4,33,34,35,22,19,80,81,97,IMR,Total District Hospitals,Life Expectancy,overall_health_condition
544,Dhenkanal,75.8,92.6,86.1,34.2,27.1,23.8,15.2,100.0,96.8,87.9,96.8,82.0,19.0,15,69.4,0.0830428573287584
545,Udham Singh Nagar,75.9,82.0,80.8,51.6,26.8,22.0,12.4,90.1,83.2,70.9,99.9,70.4,24.0,18,70.9,-0.1227157498929407
546,Reasi,75.9,64.7,63.6,74.6,17.7,11.7,13.0,86.6,80.8,62.7,76.5,68.2,19.02777778,21,74.0,-0.4333244703523174
547,Fatehgarh Sahib,76.0,95.5,93.6,59.7,30.0,18.2,7.1,90.8,87.5,87.6,99.7,86.9,18.0,22,72.7,0.2480796655840102
550,Rajnandgaon,76.1,87.3,93.0,62.7,20.6,19.8,15.7,88.4,74.8,75.9,99.4,82.6,13.0,31,72.1,0.002568758151515
549,Kancheepuram,76.1,90.5,84.5,55.5,27.6,31.0,19.4,95.1,92.6,79.2,98.8,80.6,38.0,26,65.2,0.1829980402065609
548,Chengalpattu,76.1,87.3,93.0,62.7,20.6,19.8,15.7,88.4,74.8,75.9,99.4,82.6,13.0,31,72.1,0.002568758151515
551,Bagalkote,76.2,89.0,86.7,50.7,48.3,42.3,16.9,93.1,84.0,51.3,99.2,69.7,19.0,15,69.4,0.1870808980431077
552,Khammam,76.3,82.3,92.2,60.3,31.8,30.8,29.4,83.8,77.0,69.5,95.1,87.5,16.0,23,72.5,0.3291945048163522
553,Akola,76.3,93.2,91.5,61.7,22.2,26.2,24.7,95.0,89.2,84.5,98.4,66.3,21.0,6,69.6,0.07623949905446
554,Kishtwar,76.4,83.2,89.1,78.7,31.9,30.2,22.8,96.7,92.6,79.0,99.7,74.3,19.0,23,71.6,0.3342547527804368
555,Dakshin Dinajpur,76.4,75.7,75.4,92.2,27.5,17.7,22.8,94.6,91.6,59.6,86.8,71.3,19.02777778,21,74.0,0.033438363752681
556,Rudraprayag,76.5,83.6,82.2,43.1,25.2,10.9,8.0,95.5,91.4,86.8,93.9,86.1,24.0,18,70.9,-0.0444047911502129
557,Agar Malwa,76.5,91.4,93.8,63.9,28.8,35.9,29.5,88.0,87.0,61.9,89.2,55.6,43.0,51,66.5,0.1690508345869528
558,Dhar,76.5,89.9,92.9,56.4,40.3,35.7,18.7,84.2,81.3,72.3,81.4,55.5,43.0,51,66.5,0.2100838831158501
561,Ahmednagar,76.6,90.1,88.3,50.9,30.2,36.2,26.1,80.1,81.0,73.4,93.9,66.1,23.0,22,69.9,0.1408737523062277
559,Devbhumi Dwarka,76.6,90.9,91.1,79.4,43.4,49.0,26.2,90.9,84.6,44.4,94.8,70.9,23.0,22,69.9,0.4080653123060134
560,Mahisagar,76.6,90.9,92.9,45.0,31.7,41.2,24.9,93.8,87.6,79.5,90.0,86.2,16.0,23,72.5,0.4712126134893519
562,Panchkula,76.9,95.3,97.3,64.8,21.8,19.3,12.0,97.1,85.1,82.6,99.2,84.9,28.0,22,69.8,0.1718640095358803
563,Kendrapara,77.1,85.5,91.7,57.6,28.6,17.9,7.9,88.9,87.7,57.3,99.7,84.4,36.0,32,69.3,0.00742559304385
564,Cooch Behar,77.3,71.9,79.7,71.2,28.7,22.5,16.8,97.0,97.0,75.7,99.3,79.2,19.0,23,71.6,0.0964841214055921
565,Bishnupur,77.4,79.0,65.3,33.3,15.5,11.7,7.9,70.5,84.1,52.6,77.7,88.4,6.0,9,70.43913043,-0.7178897464212287
566,Deogarh,77.5,88.5,89.0,73.5,28.4,34.3,27.3,100.0,100.0,69.9,86.2,66.7,36.0,32,69.3,0.3362056339872309
567,Ahmadabad,77.8,90.0,86.4,67.3,35.5,34.0,17.5,82.7,69.1,86.4,98.7,81.5,23.0,22,69.9,0.3492927559311976
568,Kanker,77.9,87.6,89.8,78.3,27.5,33.1,28.8,97.0,76.1,77.8,98.0,73.7,21.0,6,69.6,0.2510971115034367
569,North West Delhi,77.9,86.1,85.1,46.6,26.9,22.8,10.9,88.6,83.2,88.2,99.7,85.0,19.02777778,47,75.3,0.2860057336262768
570,Peddapalli,77.9,87.4,88.1,69.2,24.8,36.1,24.5,91.8,92.3,80.5,98.7,77.2,38.0,26,65.2,0.2653183176206088
571,Kannur,78.3,93.4,90.0,30.4,19.4,17.9,14.0,83.7,79.5,99.5,93.9,99.1,6.0,18,75.3,0.1920223002648041
573,Srikakulam,78.4,67.5,81.7,78.6,37.0,41.8,25.5,98.4,84.8,55.0,99.4,70.8,19.0,23,71.6,0.2339432100154114
572,Birbhum,78.4,90.8,97.7,59.2,19.7,21.4,19.5,93.3,82.8,71.6,87.7,64.3,24.0,14,70.0,-0.1044471347261183
574,Nizamabad,78.5,79.5,85.9,65.2,30.5,38.4,26.2,95.3,87.8,72.5,99.4,63.1,21.0,6,69.6,0.1301506303292653
575,Ratnagiri,78.6,89.7,92.2,33.7,31.7,29.5,23.7,86.2,85.6,85.6,90.9,87.2,16.0,23,72.5,0.345310402598398
576,Boudh,79.0,89.6,90.9,53.3,37.0,38.6,20.1,95.3,93.7,52.9,92.5,68.8,36.0,32,69.3,0.2677403694840879
577,Bhandara,79.0,87.5,90.1,66.1,31.3,33.9,28.4,94.9,89.5,81.8,92.0,89.1,16.0,23,72.5,0.525334188453137
578,Ramban,79.2,73.9,84.7,60.1,34.3,31.6,20.6,100.0,95.9,83.0,90.8,77.0,19.0,23,71.6,0.2962863331139694
579,North and Middle Andaman,79.2,73.9,84.7,60.1,34.3,31.6,20.6,100.0,95.9,83.0,90.8,77.0,19.0,23,71.6,0.2962863331139694
580,Koraput,79.2,92.5,94.3,47.8,27.0,42.8,27.0,0.0,0.0,86.4,92.2,84.0,19.02777778,3,70.43913043,0.0521195552336531
581,Darjeeling,79.2,71.3,70.1,76.4,25.7,21.2,15.6,82.1,80.5,48.9,73.4,62.2,19.02777778,21,74.0,-0.3019176374389364
582,Kalimpong,79.2,83.5,83.9,60.4,43.1,33.5,15.9,100.0,98.0,39.4,89.5,40.6,36.0,32,69.3,-0.0745164204141962
585,Kollam,79.3,92.4,94.7,61.3,46.0,40.2,21.3,96.5,90.5,59.0,96.1,57.9,32.0,27,68.7,0.3392204487740985
584,Chitradurga,79.3,91.4,89.5,24.5,15.5,17.0,21.4,89.1,95.6,97.5,95.7,98.2,6.0,18,75.3,0.2044080175585338
583,Baran,79.3,95.2,94.3,50.2,36.0,32.4,17.9,97.3,97.3,63.1,97.8,75.6,19.0,15,69.4,0.1914275199781584
586,Shivamogga,79.4,91.5,89.7,44.7,29.0,34.4,23.2,98.0,98.1,85.4,94.6,79.8,19.0,15,69.4,0.2903630291937541
587,Kamareddy,79.5,86.8,89.0,65.5,33.4,43.9,34.5,91.2,85.3,68.2,99.4,58.6,21.0,6,69.6,0.2571190147874664
588,Yanam,79.8,97.1,96.3,44.8,25.0,18.7,12.4,93.3,81.5,84.1,100.0,82.2,6.0,5,70.43913043,-0.0479941234700024
589,Patan,79.8,93.6,92.0,60.2,50.5,42.3,20.9,95.6,82.5,73.1,99.4,71.1,23.0,22,69.9,0.5414093736805486
590,Sangli,80.1,95.6,95.0,42.5,35.0,27.2,18.6,89.2,81.4,84.7,96.8,90.3,16.0,23,72.5,0.4166762293840749
591,New Delhi,80.1,86.4,85.6,52.0,27.4,20.7,6.8,93.4,82.2,69.4,99.1,81.8,19.02777778,47,75.3,0.1313325208113717
592,Tumakuru,80.4,95.2,90.2,47.9,40.3,26.7,10.9,97.7,100.0,86.1,96.2,81.9,19.0,15,69.4,0.3113142135970325
593,Ganderbal,80.4,88.4,87.0,83.7,18.5,20.1,25.9,93.2,88.9,78.4,97.2,64.0,19.02777778,21,74.0,0.1348910904267029
594,Purba Bardhaman,80.5,65.2,75.0,78.2,32.7,31.6,21.1,100.0,97.2,64.2,99.1,73.2,19.0,23,71.6,0.1334820457294163
595,Mumbai,80.688,90.987,96.458,60.079,31.15,27.454,22.424,0.0,0.0,60.317,99.914,93.138,16.0,23,72.5,-0.0299345853661785
596,Gir Somnath,80.7,94.8,97.2,44.3,20.3,21.0,18.4,100.0,100.0,79.4,97.0,88.5,13.0,31,72.1,0.1929206084978443
597,Tuticorin,80.7,90.8,87.7,50.9,44.4,30.3,18.5,81.8,77.1,74.3,98.2,73.1,23.0,22,69.9,0.2682009115089749
598,Anantnag,80.9,85.1,81.3,88.0,28.2,28.3,24.9,90.5,85.5,84.7,99.3,74.7,19.02777778,21,74.0,0.4088773792827143
599,Sivasagar,80.9,73.8,83.4,67.2,26.1,25.9,21.1,90.5,81.9,82.3,92.7,86.6,36.0,25,66.9,0.1752934171907374
600,Kandhamal,81.1,90.6,90.5,48.8,34.2,35.2,23.3,100.0,96.8,52.4,64.4,68.5,36.0,32,69.3,0.1981589346219643
601,Chhotaudepur,81.2,91.1,87.4,80.3,48.6,48.1,28.4,89.3,85.7,53.0,97.4,53.2,23.0,22,69.9,0.3990837420393552
602,Kota,81.3,88.8,91.3,59.5,29.5,26.4,20.8,95.3,86.3,79.0,99.6,76.5,32.0,27,68.7,0.2559352138308223
603,Bilaspur,81.4,92.9,90.0,55.5,40.1,38.8,12.0,100.0,100.0,80.8,92.9,91.2,17.0,12,72.9,0.5927579858130237
604,Balod,81.5,90.8,89.1,59.7,33.6,36.0,15.1,92.4,85.2,83.8,99.5,78.6,38.0,26,65.2,0.3106704220921289
605,Satara,81.7,94.5,95.1,48.7,20.2,28.0,20.5,91.7,87.5,78.7,95.6,87.2,16.0,23,72.5,0.2460710140733891
606,Kolhapur,81.8,95.2,91.5,42.8,33.6,34.7,18.9,76.4,74.5,82.0,97.3,90.7,16.0,23,72.5,0.4132228527593456
608,Solapur,81.9,84.1,89.9,66.2,29.9,32.3,17.5,93.2,77.7,76.5,97.3,62.4,21.0,6,69.6,0.0386080258531085
607,Jagitial,81.9,89.6,89.2,60.2,36.3,32.9,23.2,88.3,85.1,67.8,90.4,76.4,16.0,23,72.5,0.3164700769520918
609,Dakshina Kannada,82.0,83.5,83.5,35.0,25.1,26.4,30.5,96.5,89.0,97.1,88.6,92.7,19.0,15,69.4,0.2911318498379131
610,Cuddalore,82.2,87.7,93.9,55.6,20.2,18.0,13.9,97.3,84.8,61.3,99.5,78.3,13.0,31,72.1,-0.1103782500312851
611,Ernakulam,82.2,96.1,94.2,30.1,22.0,19.4,17.1,92.7,82.6,99.3,98.2,99.3,6.0,18,75.3,0.3354887360131423
612,Thrissur,82.4,95.2,88.4,36.5,22.0,17.3,9.6,0.0,0.0,99.5,93.7,99.4,6.0,18,75.3,-0.1189616329590667
613,Bandipore,82.6,89.2,92.1,60.9,13.2,11.0,10.7,97.9,93.4,60.1,99.5,84.8,36.0,32,69.3,-0.1093985805727318
614,Jagatsinghapur,82.6,82.6,81.9,73.2,25.2,16.8,14.0,93.4,91.6,66.8,89.8,66.6,19.02777778,21,74.0,-0.0409075914767795
615,Howrah,82.7,70.7,79.8,67.1,27.5,27.3,21.3,89.8,90.6,72.9,99.5,80.5,19.0,23,71.6,0.133375425720548
616,Ganjam,82.7,89.3,91.1,58.4,23.9,18.9,10.2,92.3,88.5,72.9,89.6,69.5,36.0,32,69.3,-0.0078468612279228
617,Botad,82.7,85.4,86.9,60.3,32.2,32.3,26.0,78.2,74.5,72.0,99.2,71.8,23.0,22,69.9,0.1810169352336778
619,Malkangiri,82.8,61.6,67.9,68.5,40.5,35.3,20.0,93.8,90.2,62.0,99.0,72.3,19.0,23,71.6,0.1330542509745051
620,Maldah,82.8,92.3,91.3,60.2,34.4,26.7,14.1,88.7,84.9,85.4,99.9,63.8,24.0,14,70.0,0.1700847854207862
618,Y.S.R.,82.8,89.5,86.4,67.4,44.3,41.6,19.3,97.2,94.8,41.4,94.7,39.0,36.0,32,69.3,0.1120274352171328
621,Kalahandi,82.9,94.0,90.1,66.4,33.0,33.6,17.2,98.1,93.0,64.4,96.5,61.8,36.0,32,69.3,0.2506906612002997
622,Gajapati,83.0,78.2,74.2,64.3,43.4,34.3,16.1,94.4,92.6,58.3,78.1,47.6,36.0,32,69.3,0.0384229252881172
623,Raigad,83.1,93.0,92.9,61.1,35.8,34.1,19.1,97.8,92.3,74.8,87.8,79.2,16.0,23,72.5,0.4242103498062178
624,South East Delhi,83.2,92.3,92.0,55.0,21.7,20.4,14.7,83.3,72.7,83.8,100.0,84.9,19.02777778,47,75.3,0.2775296527041742
625,Virudhunagar,83.4,87.2,87.6,83.0,47.2,52.8,23.0,84.6,82.8,54.6,96.8,67.3,23.0,22,69.9,0.4922432179587527
626,Narmada,83.4,80.2,86.5,59.7,29.2,23.7,14.4,100.0,81.4,59.8,97.4,84.1,13.0,31,72.1,0.0353856287764183
627,Anugul,83.7,84.8,85.1,85.7,28.1,30.5,25.1,96.1,88.8,66.4,76.2,72.4,36.0,32,69.3,0.2884015028651402
628,Pathanamthitta,83.9,95.2,93.2,20.9,22.7,11.2,11.4,0.0,0.0,98.9,94.1,99.7,6.0,18,75.3,-0.1786824531926625
629,Chamarajanagara,84.1,94.2,93.2,52.9,32.2,28.7,18.0,97.9,95.5,75.2,99.9,72.4,19.0,15,69.4,0.1823981283622765
631,Kanniyakumari,84.2,92.5,92.2,59.0,20.4,18.9,14.2,94.3,90.4,60.2,92.3,80.1,36.0,32,69.3,0.0308518987430821
632,Kachchh,84.2,86.0,88.2,39.3,17.3,14.5,11.4,100.0,96.0,96.2,98.2,97.7,13.0,31,72.1,0.1333843332417761
630,Cuttack,84.2,93.9,91.3,62.6,37.5,33.4,20.2,87.5,72.9,85.8,96.8,75.6,23.0,22,69.9,0.4017089269390975
633,South District,84.5,83.1,81.1,54.6,24.8,7.2,8.0,86.4,89.5,91.7,93.3,90.5,5.0,4,70.43913043,-0.1637667030135988
634,Karnal,84.7,97.5,97.3,61.5,29.2,20.5,9.8,98.7,91.4,83.5,99.9,84.0,28.0,22,69.8,0.300979495938948
635,Tenkasi,84.935,92.929,93.063,54.345,29.263,22.674,12.096,97.735,93.401,79.794,98.083,85.644,13.0,31,72.1,0.2465005756764309
637,Salem,85.0,92.9,96.0,40.9,23.6,20.8,10.1,84.3,84.4,64.5,97.6,81.6,13.0,31,72.1,-0.0578330098254001
636,Mahe,85.0,92.9,93.0,54.5,29.4,22.7,12.0,97.7,93.3,79.8,98.1,85.6,13.0,31,72.1,0.2473279027679462
638,Tirunelveli,85.0,96.8,93.6,43.5,48.2,32.6,7.3,100.0,100.0,99.8,98.0,99.6,6.0,5,70.43913043,0.6074922158354753
639,Srinagar,85.1,90.9,88.8,69.9,33.0,15.8,18.6,95.7,90.9,86.8,98.5,78.4,19.02777778,21,74.0,0.3776351522619562
641,Dharwad,85.2,98.0,95.5,50.5,45.2,40.4,16.5,96.1,89.1,79.3,87.9,81.8,19.0,15,69.4,0.519427039898552
640,Sirmaur,85.2,88.7,85.5,54.1,28.6,24.2,18.5,100.0,96.8,84.3,95.7,84.9,17.0,12,72.9,0.3167440711804397
642,Rayagada,85.3,69.7,70.4,73.7,43.6,39.8,16.1,93.7,93.7,50.5,91.3,42.0,36.0,32,69.3,0.0032062349105643
643,Shimla,85.3,91.6,91.2,51.9,27.1,14.9,15.5,96.5,98.3,87.3,97.3,93.4,17.0,12,72.9,0.3059462448916494
644,Thiruvallur,85.4,90.3,95.2,64.4,18.1,20.6,17.0,98.0,95.7,75.6,100.0,83.6,13.0,31,72.1,0.1349424274084333
645,South Delhi,85.6,82.9,81.3,42.0,33.4,18.9,9.4,95.4,88.5,89.5,100.0,86.1,19.02777778,47,75.3,0.3423486835059168
646,Mysuru,85.7,93.5,88.6,41.7,27.5,28.2,15.6,100.0,100.0,86.4,95.4,78.9,19.0,15,69.4,0.1838203890977158
647,South Andaman,85.9,88.1,89.8,43.2,21.1,17.4,12.6,81.7,79.0,89.3,97.9,86.7,19.02777778,3,70.43913043,-0.0100327069886723
648,North East Delhi,86.2,82.6,85.9,50.1,38.7,21.8,8.8,91.6,86.4,89.5,98.2,83.8,19.02777778,47,75.3,0.4386544287625116
649,Palghar,86.3,97.0,96.5,52.1,33.0,37.1,23.9,100.0,94.0,75.1,91.1,77.6,16.0,23,72.5,0.4776178269566125
650,Poonch,86.4,81.7,78.9,74.5,25.9,18.8,15.6,95.7,95.6,66.7,76.8,79.3,19.02777778,21,74.0,0.1012225102054889
652,Shopian,86.8,84.5,83.0,77.5,22.0,33.5,32.8,100.0,92.2,86.5,99.2,80.8,19.02777778,21,74.0,0.5382097285361531
651,Gadchiroli,86.8,91.5,93.7,67.3,35.7,35.4,30.0,100.0,100.0,62.4,83.0,79.4,16.0,23,72.5,0.496129253335243
653,Pondicherry,87.0,92.1,95.0,60.5,17.0,13.1,11.6,95.5,86.1,84.6,100.0,90.1,6.0,5,70.43913043,-0.0637764539687696
654,Jiribam,87.1,85.4,81.0,36.0,18.4,14.4,11.7,81.9,79.0,59.5,90.2,90.0,6.0,9,70.43913043,-0.4059237170473564
655,Imphal East,87.1,85.4,81.0,36.0,18.4,14.4,11.7,81.9,79.0,59.5,90.2,90.0,6.0,9,70.43913043,-0.4059237170473564
656,South 24 Parganas,87.5,67.0,70.8,57.3,36.7,32.2,21.2,94.8,95.1,70.1,100.0,85.6,19.0,23,71.6,0.2641759385643787
657,Chennai,87.686,93.315,96.044,56.107,19.945,21.435,17.789,96.12,94.371,85.993,99.033,91.36,13.0,31,72.1,0.2904405413347882
658,Nabarangapur,87.7,89.3,88.7,70.8,44.1,46.6,25.2,97.4,94.8,44.1,99.1,38.5,36.0,32,69.3,0.2632049172690223
659,Sonepur,87.8,93.1,93.6,59.9,29.6,34.5,26.0,100.0,100.0,66.7,94.2,76.1,36.0,32,69.3,0.4485868599915098
660,Kargil,88.0,78.3,74.7,97.1,36.5,21.8,17.7,97.4,87.5,42.3,90.2,77.2,16.0,2,74.0,0.0947387352534001
661,Ramanathapuram,88.2,85.9,88.7,44.3,32.3,26.7,20.9,95.0,92.6,81.8,96.5,91.0,17.0,12,72.9,0.3992003015971662
662,Solan,88.2,94.9,95.8,52.2,26.4,21.6,17.7,96.5,96.5,78.6,93.9,84.1,13.0,31,72.1,0.2556522857540529
663,Karaikal,88.3,95.0,98.3,56.1,25.5,19.7,15.3,95.9,92.1,84.3,99.9,88.8,6.0,5,70.43913043,0.1469340137847086
664,Alipurduar,88.4,74.8,82.5,66.6,28.9,25.4,18.3,96.6,89.5,73.2,95.2,73.6,19.0,23,71.6,0.1086728669870445
665,Jalpaiguri,88.4,74.8,82.5,66.6,28.9,25.4,18.3,96.6,89.5,73.2,95.2,73.6,19.0,23,71.6,0.1086728669870445
666,Panch Mahals,88.7,88.0,89.2,71.7,47.1,51.9,35.7,96.9,96.6,58.9,91.0,71.7,23.0,22,69.9,0.6912077938817236
667,Ramanagara,88.7,87.0,84.8,47.2,15.6,19.8,20.0,100.0,100.0,89.6,98.3,82.7,19.0,15,69.4,0.0433963819939444
668,Shahdara,88.9,91.5,92.3,53.5,32.9,30.2,21.2,90.6,82.5,83.4,99.8,83.9,19.02777778,47,75.3,0.5934904959158512
669,Sambalpur,89.0,90.5,94.1,67.1,40.7,36.3,25.5,100.0,98.0,62.4,93.0,71.1,36.0,32,69.3,0.5337507112069954
670,Kupwara,89.2,90.5,89.6,81.0,24.9,25.5,25.1,98.3,93.2,67.7,88.0,76.0,19.02777778,21,74.0,0.3391320802998371
671,Osmanabad,89.2,94.4,95.1,50.9,37.2,32.5,16.1,96.7,94.5,71.2,96.4,83.7,16.0,23,72.5,0.4391999122039413
672,Madurai,89.5,91.4,94.5,46.9,32.4,21.5,9.5,95.5,90.8,80.1,98.7,83.9,13.0,31,72.1,0.2230026963910992
673,East Delhi,89.7,90.0,88.4,44.6,35.2,29.9,15.7,90.4,78.7,78.0,98.4,83.0,19.02777778,47,75.3,0.4721319585937118
675,Thoubal,89.9,75.6,73.0,19.2,31.5,14.9,8.3,77.4,80.2,61.3,72.5,85.4,6.0,9,70.43913043,-0.4531668993435302
676,North 24 Parganas,89.9,87.8,92.4,68.4,32.4,23.6,13.3,95.0,92.8,80.4,99.5,85.5,19.0,23,71.6,0.3572849836145044
674,Kakching,89.9,75.6,73.0,19.2,31.5,14.9,8.3,77.4,80.2,61.3,72.5,85.4,6.0,9,70.43913043,-0.4531668993435302
677,Coimbatore,90.038,95.345,98.491,51.204,23.052,18.57,7.152,98.213,98.152,78.571,99.85,89.296,13.0,31,72.1,0.1783149212803896
678,Mandya,90.1,95.5,95.1,42.9,24.3,16.7,11.8,100.0,96.9,86.7,98.4,78.3,19.0,15,69.4,0.0603301802625143
679,The Dangs,90.2,80.1,80.1,77.1,37.6,53.1,40.9,91.3,91.3,71.7,91.2,68.9,23.0,22,69.9,0.6193944775045136
680,Nayagarh,90.3,96.2,96.1,61.2,20.0,20.2,10.5,98.2,96.1,67.1,82.9,80.4,36.0,32,69.3,0.1273863522642442
681,Malappuram,90.4,96.9,95.1,38.1,29.4,21.4,18.2,86.3,86.3,99.9,97.7,99.2,6.0,18,75.3,0.5169111292626328
682,Tiruchirappalli,90.5,91.2,90.5,46.9,31.3,25.2,16.1,92.4,81.2,84.9,98.1,76.3,19.0,15,69.4,0.1512556485345148
683,Chikkaballapura,90.5,97.6,94.6,64.7,27.6,27.4,20.9,97.1,97.1,67.1,98.1,83.6,13.0,31,72.1,0.3401708488563588
684,Diu,90.7,93.0,93.1,62.0,33.9,28.5,17.4,100.0,92.9,89.7,99.7,90.8,19.02777778,3,70.43913043,0.5013308586085272
687,Bengaluru Rural,90.9,92.2,91.9,64.3,42.4,42.1,20.9,100.0,100.0,63.1,94.8,72.8,19.02777778,3,70.43913043,0.4537185975174669
686,Dadra and Nagar Haveli,90.9,95.7,95.0,46.9,31.1,15.7,15.5,86.3,90.6,89.2,98.5,78.3,19.0,15,69.4,0.1528660613716725
685,Kolar,90.9,91.7,91.0,43.9,36.6,23.8,16.2,100.0,94.3,88.8,97.9,83.8,19.0,15,69.4,0.3270823487148741
688,Sivaganga,90.932,89.153,92.552,36.667,27.51,28.327,22.637,95.728,91.156,74.459,96.536,85.283,13.0,31,72.1,0.265530786908755
689,Tapi,91.0,95.4,93.6,71.5,17.1,16.9,13.2,96.6,92.4,73.2,94.6,84.9,36.0,32,69.3,0.1861577791380796
690,South West Delhi,91.0,90.0,89.9,72.8,41.7,51.8,36.6,100.0,100.0,70.2,99.0,72.0,23.0,22,69.9,0.758087463915785
691,Khordha,91.0,92.4,88.3,65.9,27.1,16.8,10.6,91.6,83.3,86.2,99.7,87.5,19.02777778,47,75.3,0.4032025662258228
692,Kasaragod,91.2,95.0,95.9,39.6,25.3,21.4,12.6,97.3,94.4,98.9,93.2,95.9,6.0,18,75.3,0.4266083498259587
693,North Goa,91.3,93.1,95.9,46.2,24.2,25.8,17.7,92.2,85.5,87.7,98.1,92.4,5.0,2,70.43913043,0.1828506235846762
694,Ariyalur,91.4,95.7,96.2,58.8,25.3,20.1,15.1,100.0,90.8,54.6,93.2,74.6,13.0,31,72.1,0.0126755018410985
695,Pudukkottai,91.6,95.4,94.5,61.8,32.2,21.6,9.5,94.6,90.7,55.2,95.7,81.1,13.0,31,72.1,0.1139507766693106
696,Kozhikode,91.8,91.0,89.0,32.6,21.3,18.9,14.1,90.7,96.2,99.6,93.3,99.1,6.0,18,75.3,0.3265289586778978
697,Porbandar,92.1,97.6,95.6,52.4,18.2,25.5,21.8,96.6,82.9,85.7,96.2,84.3,23.0,22,69.9,0.2628550137637594
698,Perambalur,92.2,90.1,92.6,61.6,29.1,22.3,15.9,94.9,92.5,57.4,100.0,81.1,13.0,31,72.1,0.130629989224827
699,Kulgam,92.2,91.5,92.6,80.7,28.4,15.3,11.3,100.0,100.0,80.5,96.4,70.9,19.02777778,21,74.0,0.2709470515588353
700,Thiruvarur,92.3,89.5,92.2,49.0,19.8,21.5,18.4,100.0,100.0,71.0,100.0,89.3,13.0,31,72.1,0.1698049028455293
701,The Nilgiris,92.37,91.702,91.313,38.411,26.502,22.948,16.748,96.313,92.243,83.327,96.588,89.11,13.0,31,72.1,0.2647025694646093
702,Valsad,92.5,95.0,93.2,85.8,37.8,34.8,23.2,93.9,95.3,85.3,98.0,82.9,23.0,22,69.9,0.6900385426051366
703,Amreli,92.6,87.0,85.9,47.0,35.3,30.6,23.7,80.5,65.8,73.3,97.8,77.2,23.0,22,69.9,0.2169099830869825
704,Krishnagiri,93.1,91.9,92.4,58.8,32.3,24.3,12.5,96.4,93.8,69.6,100.0,87.8,13.0,31,72.1,0.2970813792116486
705,Nagapattinam,93.1,91.9,92.4,58.8,32.3,24.3,12.5,96.4,93.8,69.6,100.0,87.8,13.0,31,72.1,0.2970813792116486
706,Mayiladuthurai,93.1,95.5,94.0,39.4,29.0,19.3,10.4,91.1,87.3,75.9,99.8,78.6,13.0,31,72.1,0.0947066719592285
708,Surat,93.4,96.7,95.3,76.2,36.1,32.5,26.0,95.2,92.8,82.0,98.9,84.2,23.0,22,69.9,0.6480356282587078
707,Imphal West,93.4,90.8,91.7,25.0,15.6,10.2,9.3,88.5,76.0,58.7,89.1,92.5,6.0,9,70.43913043,-0.4199391817035295
709,Rajkot,93.5,98.1,98.3,72.7,38.9,37.0,17.6,88.8,89.5,85.4,99.5,84.7,23.0,22,69.9,0.6689980120404093
710,Tiruppur,93.5,98.4,99.3,56.0,21.5,23.1,15.3,87.47797252747252,80.58622527472527,75.9,99.8,87.1,13.0,31,72.1,0.2194504703366878
711,Thanjavur,93.672,93.753,97.053,59.765,19.681,21.966,8.447,89.465,78.63,79.547,99.667,83.815,13.0,31,72.1,0.1089935711121155
712,Erode,93.928,96.503,98.396,64.033,19.405,26.852,20.868,99.984,95.9,67.64,98.906,82.419,13.0,31,72.1,0.2594965281754368
713,Jharsuguda,94.1,96.4,96.4,68.8,27.1,26.9,16.9,100.0,100.0,70.0,88.4,79.1,36.0,32,69.3,0.3941958906616508
714,Wayanad,94.2,95.9,97.2,27.7,31.3,22.5,16.1,90.8,88.8,97.6,94.1,93.7,6.0,18,75.3,0.4683221068165704
715,Dharmapuri,94.5,98.0,95.9,31.9,28.7,23.2,16.9,96.4,90.6,72.4,98.7,79.0,13.0,31,72.1,0.1783436464307354
716,Navsari,94.7,98.2,99.6,72.6,36.8,43.6,29.0,95.0,95.0,80.1,97.4,84.1,23.0,22,69.9,0.7924433776203804
718,Puri,94.9,88.1,94.0,67.2,23.9,20.5,12.4,97.1,88.5,53.8,98.4,75.4,13.0,31,72.1,-0.0257616891542606
719,Kallakurichi,94.9,93.9,92.4,56.1,13.8,11.3,8.9,100.0,98.0,67.3,98.5,86.4,36.0,32,69.3,0.0167641177989688
717,Viluppuram,94.9,88.1,94.0,67.2,23.9,20.5,12.4,97.1,88.5,53.8,98.4,75.4,13.0,31,72.1,-0.0257616891542606
720,Vellore,95.4,98.6,96.7,47.2,29.8,19.7,13.1,95.5,93.9,76.2,97.7,81.6,13.0,31,72.1,0.2370189215622071
721,Jammu,95.4,92.2,86.0,72.4,27.0,17.6,18.0,90.8,84.1,81.2,99.9,91.5,19.02777778,21,74.0,0.4150456249964391
722,Ranipet,95.4,98.6,96.7,47.2,29.8,19.7,13.1,95.5,93.9,76.2,97.7,81.6,13.0,31,72.1,0.2370189215622071
723,Tirupathur,95.4,96.5,94.0,64.2,32.7,37.6,25.5,97.8,95.8,66.3,92.9,68.1,36.0,32,69.3,0.4891766206056865
724,Balangir,95.4,98.6,96.7,47.2,29.8,19.7,13.1,95.5,93.9,76.2,97.7,81.6,13.0,31,72.1,0.2370189215622071
725,Karur,95.7,96.4,91.9,60.7,33.6,36.3,18.4,93.9,89.1,63.6,99.4,78.2,13.0,31,72.1,0.3755944586311606
726,South Goa,96.0,99.5,98.0,42.5,28.3,21.0,21.4,0.0,0.0,88.2,99.0,93.8,5.0,2,70.43913043,-0.0932329482859011
